Episode,AcceptanceRatio,Revenue,Cost,R2C,CPUUtilization,BWUtilization
0,100.0,697,571.54,1.2195121951219512,0.728125,0.717456842631974
1,100.0,827,678.14,1.2195121951219512,0.7345192307692308,0.7195759319489617
2,100.0,996,816.7199999999999,1.2195121951219514,0.7435576923076923,0.7221516137102827
3,100.0,966,792.12,1.2195121951219512,0.7505288461538462,0.7249462096572429
4,100.0,612,501.84,1.2195121951219512,0.7545673076923077,0.7267062797097823
7,75.0,319,261.58,1.2195121951219512,0.7591346153846154,0.7274293219914936
10,63.63636363636363,183,150.06,1.2195121951219512,0.7550961538461538,0.7258118588941707
11,66.66666666666666,619,507.58,1.2195121951219512,0.7539423076923077,0.7250700525394046
12,69.23076923076923,271,222.22,1.2195121951219512,0.7472596153846154,0.7233137353014761
14,66.66666666666666,726,595.3199999999999,1.2195121951219514,0.7423076923076923,0.7205566675006254
15,68.75,728,596.9599999999999,1.2195121951219514,0.7491826923076923,0.7223630222667
16,70.58823529411765,277,227.14,1.2195121951219512,0.7526442307692308,0.7227720790592945
17,72.22222222222221,176,144.32,1.2195121951219512,0.7510096153846154,0.7224480860645484
18,73.68421052631578,956,783.92,1.2195121951219512,0.7605288461538462,0.7248336252189141
19,75.0,199,163.17999999999998,1.2195121951219514,0.7623076923076924,0.7254415811858894
20,76.19047619047619,246,201.72,1.2195121951219512,0.7633173076923077,0.7255991993995496
21,77.27272727272727,643,527.26,1.2195121951219512,0.7652884615384615,0.7257843382536903
22,78.26086956521739,288,236.16,1.2195121951219512,0.7680288461538461,0.725565424068051
23,79.16666666666666,789,646.98,1.2195121951219512,0.775,0.7275456592444334
24,80.0,304,249.27999999999997,1.2195121951219514,0.7726923076923077,0.726469852389292
25,80.76923076923077,209,171.38,1.2195121951219512,0.7693269230769231,0.7251025769326995
26,81.48148148148148,996,816.7199999999999,1.2195121951219514,0.7732211538461539,0.7272704528396298
27,82.14285714285714,629,515.78,1.2195121951219512,0.7749519230769231,0.7284350763072305
28,82.75862068965517,533,437.06,1.2195121951219512,0.7698076923076923,0.7273004753565174
30,80.64516129032258,571,468.21999999999997,1.2195121951219512,0.7696153846153846,0.7276795096322242
31,81.25,792,649.4399999999999,1.2195121951219514,0.76875,0.7280572929697273
36,72.97297297297297,532,436.23999999999995,1.2195121951219514,0.7475961538461539,0.7232586940205153
37,73.68421052631578,760,623.1999999999999,1.2195121951219514,0.7478365384615384,0.7237052789592194
38,74.35897435897436,243,199.26,1.2195121951219512,0.7475480769230769,0.7229759819864898
40,73.17073170731707,797,653.54,1.2195121951219512,0.7474038461538461,0.723562672004003
41,73.80952380952381,712,583.8399999999999,1.2195121951219514,0.7461538461538462,0.723411308481361
42,74.4186046511628,626,513.3199999999999,1.2195121951219514,0.7516346153846154,0.7250100075056293
43,75.0,258,211.55999999999997,1.2195121951219514,0.7546153846153846,0.7256354766074556
44,75.55555555555556,292,239.44,1.2195121951219512,0.760048076923077,0.7261746309732299
45,76.08695652173914,634,519.88,1.2195121951219512,0.7653846153846153,0.7276357267950964
46,76.59574468085107,634,519.88,1.2195121951219512,0.7649038461538461,0.7275606705028772
48,75.51020408163265,772,633.04,1.2195121951219512,0.7624038461538462,0.7266187140355267
49,76.0,145,118.89999999999999,1.2195121951219514,0.7649519230769231,0.72688016012009
50,76.47058823529412,843,691.26,1.2195121951219512,0.7663461538461539,0.7269564673505129
51,76.92307692307693,916,751.12,1.2195121951219512,0.7678846153846154,0.7275531648736553
52,77.35849056603774,640,524.8,1.2195121951219514,0.7682692307692308,0.7274080560420315
54,76.36363636363637,215,176.29999999999998,1.2195121951219514,0.763125,0.726768826619965
56,75.43859649122807,646,529.7199999999999,1.2195121951219514,0.7580288461538461,0.7252326745058794
58,74.57627118644068,235,192.7,1.2195121951219512,0.7548076923076923,0.7242206654991243
59,75.0,798,654.36,1.2195121951219512,0.7581730769230769,0.7261158368776582
60,75.40983606557377,695,569.9,1.2195121951219512,0.7575,0.725544158118589
61,75.80645161290323,521,427.21999999999997,1.2195121951219514,0.754951923076923,0.7246935201401051
62,76.19047619047619,205,168.1,1.2195121951219512,0.7522115384615384,0.7236227170377784
63,76.5625,679,556.78,1.2195121951219512,0.758125,0.7254653490117589
64,76.92307692307693,791,648.62,1.2195121951219512,0.7625480769230769,0.7265374030522892
65,77.27272727272727,289,236.98,1.2195121951219512,0.765625,0.7273092319239429
66,77.61194029850746,333,273.06,1.2195121951219512,0.7642788461538461,0.7266624968726545
67,77.94117647058823,268,219.76,1.2195121951219512,0.7688942307692308,0.7272466850137603
68,78.26086956521739,211,173.01999999999998,1.2195121951219514,0.7690865384615385,0.7270227670753064
69,78.57142857142857,831,681.42,1.2195121951219512,0.7708173076923077,0.7269864898674006
70,78.87323943661971,281,230.42,1.2195121951219512,0.77,0.7259994996247185
71,79.16666666666666,641,525.62,1.2195121951219512,0.7719230769230769,0.726069552164123
72,79.45205479452055,778,637.9599999999999,1.2195121951219514,0.7738942307692308,0.7274080560420315
73,79.72972972972973,244,200.07999999999998,1.2195121951219514,0.7730288461538461,0.7259844883662747
74,80.0,344,282.08,1.2195121951219512,0.7695192307692308,0.7251601200900676
75,80.26315789473685,808,662.56,1.2195121951219514,0.7735096153846154,0.7265036277207906
76,80.51948051948052,230,188.6,1.2195121951219512,0.7724519230769231,0.7261533650237678
77,80.76923076923077,223,182.85999999999999,1.2195121951219514,0.7705288461538462,0.726195896922692
