Episode,AcceptanceRatio,Revenue,Cost,R2C,CPUUtilization,BWUtilization
0,100.0,228,186.95999999999998,1.2195121951219514,0.725625,0.7212761050608584
1,100.0,684,560.88,1.2195121951219512,0.7312019230769231,0.7233273542600896
2,100.0,778,637.9599999999999,1.2195121951219514,0.7369711538461539,0.7256079436258809
3,100.0,986,808.52,1.2195121951219512,0.7448557692307692,0.7285022421524664
4,100.0,605,496.09999999999997,1.2195121951219512,0.7498557692307692,0.7299231262011531
5,100.0,545,446.9,1.2195121951219512,0.75375,0.7313798846893017
7,87.5,587,481.34,1.2195121951219512,0.7596153846153846,0.73280333119795
8,88.88888888888889,247,202.54,1.2195121951219512,0.7624038461538462,0.7335912876361307
9,90.0,805,660.0999999999999,1.2195121951219514,0.7683653846153846,0.7356566303651505
10,90.9090909090909,172,141.04,1.2195121951219512,0.7676442307692307,0.735542600896861
12,84.61538461538461,222,182.04,1.2195121951219512,0.7587980769230769,0.7316720051249199
13,85.71428571428571,284,232.88,1.2195121951219512,0.7547115384615385,0.7295156950672645
14,86.66666666666667,165,135.29999999999998,1.2195121951219514,0.7522596153846154,0.7285906470211403
15,87.5,779,638.78,1.2195121951219512,0.7544711538461538,0.7294606021780909
16,88.23529411764706,565,463.29999999999995,1.2195121951219514,0.7598076923076923,0.7307777065983344
17,88.88888888888889,939,769.9799999999999,1.2195121951219514,0.7624519230769231,0.7318129404228059
18,89.47368421052632,704,577.28,1.2195121951219512,0.7654326923076923,0.7327572069186419
19,90.0,940,770.8,1.2195121951219512,0.7681730769230769,0.7332005124919924
20,90.47619047619048,566,464.11999999999995,1.2195121951219514,0.7705288461538462,0.734234465086483
22,86.95652173913044,173,141.85999999999999,1.2195121951219514,0.7709134615384615,0.7340909673286354
24,84.0,707,579.74,1.2195121951219512,0.7703365384615385,0.7345406790518898
25,84.61538461538461,706,578.92,1.2195121951219514,0.770048076923077,0.733888532991672
26,85.18518518518519,205,168.1,1.2195121951219512,0.7684134615384616,0.7329801409352978
27,85.71428571428571,759,622.38,1.2195121951219512,0.7655288461538462,0.7324561178731582
29,83.33333333333334,212,173.84,1.2195121951219512,0.7538942307692308,0.7287636130685458
30,83.87096774193549,246,201.72,1.2195121951219512,0.7517788461538462,0.7279718129404228
31,84.375,742,608.4399999999999,1.2195121951219514,0.7591826923076923,0.7296732863549007
33,82.35294117647058,268,219.76,1.2195121951219512,0.7609134615384615,0.7300691864189622
34,82.85714285714286,642,526.4399999999999,1.2195121951219514,0.7617307692307692,0.729952594490711
35,83.33333333333334,828,678.9599999999999,1.2195121951219514,0.7622596153846154,0.7300064061499039
37,81.57894736842105,670,549.4,1.2195121951219512,0.7587019230769231,0.7293542600896861
38,82.05128205128204,609,499.38,1.2195121951219512,0.7648557692307693,0.7308302370275465
39,82.5,679,556.78,1.2195121951219512,0.7666346153846154,0.7319551569506726
40,82.92682926829268,201,164.82,1.2195121951219512,0.7665384615384615,0.7315746316463805
41,83.33333333333334,835,684.6999999999999,1.2195121951219514,0.7666346153846154,0.7322472773862908
43,81.81818181818183,200,164.0,1.2195121951219512,0.7639903846153846,0.7320691864189622
44,82.22222222222221,559,458.38,1.2195121951219512,0.7625480769230769,0.7319654067905189
45,82.6086956521739,775,635.5,1.2195121951219512,0.7635096153846154,0.731988468930173
46,82.97872340425532,1103,904.4599999999999,1.2195121951219514,0.771826923076923,0.7344727738629084
48,81.63265306122449,295,241.89999999999998,1.2195121951219514,0.7638942307692308,0.7320204996796925
49,82.0,299,245.17999999999998,1.2195121951219514,0.7634134615384616,0.7310928891736067
51,80.76923076923077,275,225.5,1.2195121951219512,0.7567307692307692,0.7291146700832799
52,81.13207547169812,962,788.8399999999999,1.2195121951219514,0.7647115384615385,0.7316566303651505
54,80.0,236,193.51999999999998,1.2195121951219514,0.7602884615384615,0.7302908392056374
55,80.35714285714286,920,754.4,1.2195121951219512,0.7600961538461538,0.7306623959000641
56,80.7017543859649,1064,872.4799999999999,1.2195121951219514,0.7595673076923077,0.7310749519538757
